true_sentiment,title
Neutral,The People´s Bank of China has set the 1year loan prime rate at 365 vs 365 a month earlier
Positive,USDJPY traces firmer yields around 13250 as BoJ defends easy policy central banks eye liquidity infusion
Neutral,Japan’s Matsuno Country’s financial system is stable as a whole
Neutral,GBPUSD Price Analysis Bulls step back from multidayold hurdle near 12210
Negative,AUDUSD retraces early Asian gains falling back below the 06700 level
Negative,USDJPY Price Analysis Looks set for further downside below 13150
Negative,GBPUSD struggles to recapture 12200 as investors turn anxious ahead of FedBoE policy
Neutral,Forex Today Markets remain cautious to start allimportant Fed week
Positive,EURCHF Franc to weaken moderately against the Euro – Commerzbank
Negative,EURUSD to head lower toward 102 over the coming months – Danske Bank
Negative,AUDUSD to remain below the 068 mark over the coming months – Danske Bank
Positive,ECBs Kazaks ECB isn’t done on rate hikes if the baseline holds up
Neutral,EURUSD keeps the consolidative phase in place – UOB
Negative,USDJPY to plummet toward the 125 level – Danske Bank
Positive,GBPUSD Further gains in the pipeline above 12220 – UOB
Negative,EURUSD falters near the 10700 region ahead of Lagarde
Positive,AUDUSD Further upside now targets 06780 – UOB
Positive,USDJPY recovers a few pips from over a onemonth low finds some support near mid13000s
Negative,Monetary policy remains a burdening factor for GBP – Commerzbank
Positive,GBPUSD sticks to modest gains around 12200 mark just below multiweek high
Negative,Dollar losses might start to emerge towards the back of the week – ING
Negative,EURCHF to move slightly lower on the back of fundamentals and retightening financial conditions – Danske Bank
Negative,Germanys Bundesbank German economy to contract again in Q1
Negative,AUDUSD remains depressed near 06700 fresh USD selling lends some support
Positive,GBPUSD looks to have a good chance of holding and extending gains – Scotiabank
Negative,USDJPY Further losses seen below 13150 – UOB
Positive,EURUSD Price Analysis Extra gains could see 10760 retested
Positive,GBPUSD rallies to over onemonth peak eyes mid12200s amid notable USD weakness
Positive,EURUSD to rally if the Fed blinks on Wednesday – Scotiabank
Positive,USDJPY Price Analysis Recovers a major part of early lost ground to over a one month low
Negative,Fed An unlikely 50 bps hike would be very bullish for the Dollar – ING
Positive,Lagarde speech Inflation is projected to remain too high for too long
Positive,EURCHF climbs to multiday highs past 09900
Neutral,GBP resilience could be tested but fundamentals better than they were – MUFG
Neutral,Lagarde speech  Without tensions would have indicated further hikes would be needed
Positive,EURUSD rises on ECB speakers sentiment improvement Lagarde’s eyed
Positive,EURUSD moves to a new session high and above a swing area
Neutral,Lagarde speech Eurozone banks exposure to Credit Suisse is in € millions not billions
Neutral,AUDUSD oscillates at around the 20day EMA on riskon mood RBA minutes eyed
Positive,GBPUSD Price Analysis Bulls move towards bear´s lair
Neutral,Forex Today Currencies respond to improvement in market sentiment Fed takes center stage
Neutral,EURUSD juggles above 10700 upside looks solid as uncertainty for Fed policy deepens
Positive,AUDUSD floats near twoweek high past 06700 as fears of banking collapse ease RBA Minutes eyed
Neutral,USDJPY back below 13150 mark as focus shift to upcoming FOMC meeting
Positive,ECBs Holzmann What we are concerned with is fighting inflation
Positive,USDJPY moves back to the upside. Yields move higher and supports the pair
Positive,GBPUSD breaks higher and trades at the highest level in over a month
Positive,New highs for the GBPUSD
Negative,GBPUSD upside stalls near 12280 amid banking crisis BoE response and Brexit uncertainty
Neutral,When are the RBA minutes and how might they affect AUDUSD
Positive,AUDUSD bounces off its 100 hour moving average today and extends above an old swing area
Positive,RBA Further monetary policy tightening is expected to be required to bring inflation down
Negative,USDJPY Price Analysis Bears eye a break of 13120
Negative,AUDUSD drops to near 06700 on lesshawkish RBA minutes
Neutral,EURUSD Price Analysis Pair revisits descending trendline at 10720 level before FOMC meeting
Negative,GBPUSD Price Analysis Bears step in to test bulls at key support
Negative,AUDUSD Price Analysis Snaps threeday uptrend as 21EMA prods bulls near 06700
Neutral,EURUSD continues to oscillate above 10700 as investors prepare for Fed policy
Neutral,USDJPY shows resilience around 13100 mark as market awaits Fed’s next move
Negative,GBPUSD corrects to near 12250 as USD Index attempts recovery Fed policy buzz
Positive,EURCHF Price Analysis Eyes 10000 as Credit Suisse’s debacle continues to weigh on Swiss Franc
Neutral,ECBs Kazaks Uncertainty in financial markets is high but EU banks are well capitalized
Negative,AUDUSD shifts below 06700 as RBA minutes remain less hawkish Fed policy hogs limelight
Neutral,EURUSD Price Analysis Bulls take a breather but 10660 holds gate for sellers’ entry
Negative,ECBs de Cos Market expectations of a 325 rate peak cannot be validated
Neutral,EURUSD now seen navigating within 1060010800 – UOB
Positive,USDJPY Price Analysis Weekly resistance line prods rebound from five week low near 13150
Neutral,GBPUSD now looks at 12400 – UOB
Neutral,USDJPY Next support of note comes at 12980 – UOB
Positive,EURUSD Restoring some calm to the AT1 bond market a necessary condition to keep Euro supported – ING
Negative,GBPUSD Risks skewed to the downside – Morgan Stanley
Negative,GBPUSD retreats from multiweek high slides below mid12200s amid modest USD strength
Positive,EURUSD extends the uptrend targets the March top near 10760
Neutral,USDJPY steadily climbs to 13230 area amid positive risk tone upside seems limited
Negative,German ZEW Economic Sentiment Index declines to 130  in March vs 164 expected
Negative,AUDUSD sticks to dovish RBA minutesinspired losses well offered below 06700 mark
Positive,GBPUSD Scope for more gains towards the 125 area on a break above 123 – Scotiabank
Positive,EURUSD Overcoming 108 essential to negate a possible Head and Shoulders – SocGen
Positive,GBPUSD Break above 1227012300 to clear the way toward December peak near 12450 – SocGen
Neutral,EURCHF Failure to cross 1001010040 resistance zone would mean persistence in consolidation – SocGen
Negative,EURUSD A 50 bps increase by the Fed andor upward revision of the dots to smother bullish argument – SocGen
Neutral,GBPUSD Price Analysis Keeps the red around mid12200s downside remains cushioned
Neutral,AUDUSD consolidation pattern. Traders eyes are on a breakout
Neutral,USDJPY Price Analysis Flirts with 50 Fibo level below mid13200s amid risk on mood
Positive,EURUSD Price Analysis Next on the upside comes the 10804 level
Neutral,USDJPY Technical Analysis: Key Levels Amid Resistance and Rising Yields
Positive,"EURUSD's Bullish Momentum Continues, Bounces off High from Yesterday"
Neutral,GBPUSD Approaching Key Support Level: Analyzing Factors and Future Scenarios
Positive,EURUSD climbs above 10700 on riskon mood soft US Dollar
Positive,GBPUSD Price Analysis Bulls are in the market and eye a bullish extension
Positive,USDJPY Price Analysis Bulls are up to test key resistance near 13260 50 reversion and support eyed
Negative,Forex Today Market sentiment improves ahead of the Fed DXY resists
Neutral,AUDUSD struggles to surpass 06670 as investors turn anxious ahead of Fed policy
Neutral,GBPUSD resists welcoming bears above 12200 UK inflation Brexit vote and Fed eyed
Positive,EURUSD Price Analysis Upside seems solid despite Fed prepares to hike amid banking turmoil
Neutral,USDJPY finds stability near 13250 as market eagerly awaits the Fed’s decision
Positive,Japan’s Matsuno Will allocate more than 2 trillion Yen to cushion blow to economy from rising prices
Negative,EURCHF Price Analysis Drops back below 200EMA with eyes on 09900
Neutral,Japan´s Finance Minister Japans financial system is stable
Positive,GBPUSD Price Analysis Pair back above the 12200 mark supported by 50DMA
Negative,EURUSD aptly portrays preFed anxiety below 10800 ECB’s Lagarde eyed too
Neutral,AUDUSD Price Analysis Bulls and bears battle out out ahead of Fed
Neutral,Japan economy minister Goto 2tln Yen of reserves to fund price covid measures
Positive,USDJPY Price Analysis Bulls attack 50DMA resistance around mid13200s
Neutral,Japan’s Suzuki Important for forex to move stably reflecting fundamentals
Neutral,AUDUSD lingers under 06700 mark as anticipation mounts for Fed decision
Neutral,EURUSD Price Analysis Monthly triangle teases momentum traders near 10780 ahead of Fed
Neutral,USDJPY wavers around 13250 mark as market braces for Fed action
Neutral,ECB’s Nagel There’s still some way to go but we are approaching restrictive territory
Neutral,When is the UK inflation data and how could it affect GBPUSD
Positive,AUDUSD rebounds to 06700 as yields weigh on US Dollar ahead of Fed
Neutral,Breaking UK annualized CPI inflation jumps to 104 in February vs 98 expected
Positive,EURUSD Sustained gains likely above 10800 – UOB
Positive,GBPUSD jumps back above mid12200s eyes multi week high on stronger UK CPI print
Neutral,GBPUSD Diminishing bets for a move to 12400 – UOB
Neutral,AUDUSD Further upside loses traction – UOB
Neutral,USDJPY now seems to have moved into a consolidation phase – UOB
Neutral,USDJPY consolidates around mid13200s just below weekly high ahead of the Fed
Neutral,Lagarde speech Neither committed to raise further nor are we finished with hiking rates
Positive,EURUSD Scope for a break above 10800 in the near term as long as sentiment continues to stabilise – ING
Positive,EURUSD extends the rally and flirts with 10800 ahead of Fed
Positive,GBPUSD Price Analysis Builds on UK CPIinspired rally climbs to 12300 ahead of FOMC
Negative,Sterling to suffer notably if the BoE stands pat – Commerzbank
Positive,EURUSD Break above 10806 should see the rally gain more momentum – Credit Suisse
Positive,AUDUSD sticks to gains around 06700 mark traders keenly await FOMC decision
Positive,GBPUSD Clear move above 12380 to target 125 and potentially a move on to 128130 range – Scotiabank
Positive,EURUSD is aiming for a retest of the 110 zone – Scotiabank
Neutral,Federal Reserve Interest Rate Decision Preview Dot plot has market attention
Negative,USDJPY will eventually retest the 1275323 YTD lows – Credit Suisse
Positive,If the Fed fails to surprise the Euro will rise further – SocGen
Neutral,USDJPY technical analysis: Key levels in play as markets await FOMC decision
Positive,EURUSD Price Analysis A close above 10800 opens the door to further upside
Positive,GBPUSD to retest its 1244749 December and January highs – Credit Suisse
Negative,GBPUSD erases postUK CPI gains ahead of Feds decision
Neutral,Fed Preview Three scenarios and their implications for EURUSD and USDJPY – TDS
Neutral,USDJPY Price Analysis Consolidates before Fed’s decision
Neutral,ECB’s Wunsch Need time to assess full impact of the recent turmoil
Neutral,AUDUSD is staying afloat around 06670s before Fed’s policy decision
Neutral,EURUSD Price Analysis Gearing up for the Fed at 10800 resistance supported eyed at 10770
Positive,EURUSD jumps above 10800 to fresh sixweek highs as Fed raises rates as expected
Neutral,AUDUSD price sets between 100/200 hour MA (in neutral territory) ahead of rate decision
Positive,GBPUSD reached 7week highs and remains volatile amidst Fed’s dovish hike
Positive,AUDUSD jumps to test key resistance as US Dollar tumbles after Fed
Negative,USDJPY drops on the dovish Fed 25 bp rate hike
Positive,EURUSD hits levels above 10900 and retreats DXY drops sharply after FOMC decision
Negative,GBPUSD backs off after strong UK CPI data fails to maintain momentum in break higher.
Positive,Forex Today USD drops after the Fed but shows signs of life
Negative,GBPUSD shows a vertical decline to near 12260 as Fed’s Powell denies rate cuts in 2023
Neutral,AUDUSD oscillates at around 06680s after FOMC’s decision ahead of US jobless claims
Positive,EURUSD steadies near sevenweek high around 10850 after post Fed whipsaw
Neutral,Pessimism persists at big Japanese manufacturers amid global slowdown – Reuters Tankan
Negative,USDJPY faces barricades around 13150 as solid Yen’s appeal impedes Fed’s rate hike
